Year,Bowler,Economy,TotalRuns,Overs,TotalBalls,TotalWickets,Sixes,Wides,NoBalls,DotBalls,BowledWickets,LbwWickets,HitWicketWickets,CaughtAndBowledWickets,StumpedWickets,raw_FIB,FIB
2018,CR Woakes,10.363636363636365,190,18.333333333333332,110,8,11,8,0,55,0,0,0,0,0,10.511154545454547,10.709928451088182
2023,M Jansen,10.037037037037036,271,27.0,162,10,12,19,5,82,0,1,0,0,0,10.511233333333333,10.45355361492902
2018,BB Sran,10.5,231,22.0,132,4,10,16,2,60,0,0,0,0,0,10.514000000000001,10.713075673008131
2026,Kuldeep Yadav,10.297297297297296,381,37.0,222,10,29,5,0,65,2,2,0,1,0,10.551283783783784,10.845036495664438
2026,TU Deshpande,11.956521739130435,275,23.0,138,4,13,13,0,53,0,0,0,0,0,10.568017391304348,10.865707873069542
2019,Mujeeb Ur Rahman,10.052631578947368,191,19.0,114,3,9,16,0,46,0,0,0,0,0,10.593447368421053,11.412518585458791
2026,Sandeep Sharma,11.389830508474576,224,19.666666666666668,118,5,13,9,0,41,0,1,0,1,0,10.604079661016948,10.910256353509146
2026,A Kamboj,10.609271523178807,534,50.333333333333336,302,21,34,13,4,129,4,0,0,0,0,10.619098013245035,10.928808839966596
2016,KC Cariappa,9.411764705882353,160,17.0,102,3,12,3,1,38,1,0,0,0,0,10.623441176470587,10.847765385239287
2023,AS Joseph,9.375,225,24.0,144,7,17,6,0,63,1,0,0,0,0,10.659008333333333,10.591971103460219
2026,Mukesh Kumar,11.297872340425533,354,31.333333333333332,188,6,19,16,1,77,1,0,0,1,0,10.662817021276597,10.982815850331015
2023,KV Sharma,10.372093023255815,223,21.5,129,10,17,3,0,42,3,0,0,0,0,10.668086046511629,10.60047399136241
2024,M Markande,11.818181818181818,260,22.0,132,8,23,10,1,38,2,0,0,0,1,10.733613636363636,13.26792395860783
2022,Mohammed Siraj,10.137254901960784,517,51.0,306,9,31,28,3,147,0,2,0,1,0,10.744954901960785,10.976592969081185
2022,Shivam Mavi,10.409090909090908,229,22.0,132,5,13,10,2,57,0,0,0,0,0,10.755227272727273,10.989944304125622
2024,AD Russell,10.056818181818182,295,29.333333333333332,176,19,20,12,0,80,1,0,0,0,0,10.842859090909093,11.322777066701015
2026,HH Pandya,11.51470588235294,261,22.666666666666668,136,4,13,15,2,55,0,1,0,0,0,10.861954411764705,11.228814458173861
2023,JC Archer,9.6,192,20.0,120,2,11,13,2,56,0,0,0,1,0,10.86548,10.78536842745177
2026,C Green,10.681818181818182,235,22.0,132,7,14,10,1,56,0,0,0,0,0,10.887095454545454,11.259871717228139
2026,C Bosch,9.768595041322314,197,20.166666666666668,121,12,15,5,2,50,1,1,0,0,0,10.899295041322315,11.274942123423628
2024,Rasikh Salam,10.979591836734693,269,24.5,147,9,18,9,0,51,2,0,0,0,0,10.94520612244898,11.449372172188415
2026,N Burger,10.137931034482758,441,43.5,261,14,25,33,1,127,1,0,0,1,0,10.98485632183908,11.380637773250037
2026,Avesh Khan,11.067567567567567,273,24.666666666666668,148,6,19,8,0,55,2,0,0,0,0,11.065694594594595,11.480498992228219
2025,Ashwani Kumar,11.414634146341463,234,20.5,123,11,15,9,2,46,2,1,0,0,0,11.090124390243902,11.816829173189658
2025,AD Russell,12.110091743119265,220,18.166666666666668,109,8,13,5,3,32,1,0,0,1,0,11.112916513761466,11.845549877727757
2022,Akash Deep,10.991150442477878,207,18.833333333333332,113,5,14,6,2,46,1,0,0,1,0,11.198445132743363,11.566009000510807
2026,Ashok Sharma,10.904761904761905,229,21.0,126,6,14,11,1,63,0,0,0,0,0,11.206233333333332,11.654109452790037
2026,SN Thakur,12.363636363636363,272,22.0,132,12,13,18,2,53,2,0,0,0,0,11.253809090909092,11.71288078700316
2025,M Pathirana,10.159362549800797,425,41.833333333333336,251,13,25,37,1,115,3,0,0,0,0,11.281081673306772,12.057457375385066
2023,K Rabada,10.173913043478262,234,23.0,138,7,17,8,3,70,0,1,0,0,0,11.313026086956521,11.20457468939383
2025,Vijaykumar Vyshak,10.705882352941176,182,17.0,102,4,10,15,1,41,1,0,0,0,0,11.355041176470587,12.150654880063193
2025,PVD Chameera,11.705882352941176,199,17.0,102,4,12,9,1,32,0,0,0,0,0,11.475476470588234,12.302417241988206
2026,PP Hinge,11.846153846153847,308,26.0,156,14,19,12,3,72,1,0,0,1,0,11.494853846153848,12.010648444160296
2018,Avesh Khan,10.789473684210526,205,19.0,114,4,17,3,1,46,1,0,0,1,0,11.59844210526316,11.912525500823385
2026,JA Duffy,11.0,264,24.0,144,9,18,12,1,68,0,0,1,0,0,11.681429166666668,12.241128862686859
2026,R Shepherd,11.96,299,25.0,150,7,22,8,1,45,0,1,0,0,0,11.826176000000002,12.419937671029595
2020,AS Rajpoot,11.764705882352942,200,17.0,102,2,12,12,2,46,0,0,0,0,0,11.99620588235294,12.90457381884447
2024,A Nortje,13.409090909090908,295,22.0,132,7,22,8,1,47,1,0,0,0,0,12.687340909090908,13.604253791810704
